#score	name1	strand1	size1	zstart1	end1	name2	strand2	size2	zstart2	end2	identity	idPct	coverage	covPct
3713	U00096.2	+	4639675	62644	62695	NODE_114639_length_43_cov_1.000000	-	57	3	57	47/51	92.2%	54/57	94.7%
3920	U00096.2	+	4639675	278275	278327	NODE_115350_length_46_cov_1.000000	+	60	0	60	49/52	94.2%	60/60	100.0%
4684	U00096.2	+	4639675	1958389	1958438	NODE_115723_length_35_cov_3.028571	-	49	0	49	49/49	100.0%	49/49	100.0%
16047	U00096.2	+	4639675	1957292	1957552	NODE_115747_length_225_cov_1.000000	-	239	0	239	225/239	94.1%	239/239	100.0%
11593	U00096.2	+	4639675	1956619	1956968	NODE_115750_length_326_cov_1.000000	-	340	4	337	250/310	80.6%	333/340	97.9%
7111	U00096.2	+	4639675	1956497	1956627	NODE_115751_length_121_cov_1.000000	-	135	12	135	110/123	89.4%	123/135	91.1%
13666	U00096.2	+	4639675	1955938	1956193	NODE_115755_length_226_cov_1.000000	-	240	2	239	209/236	88.6%	237/240	98.8%
18328	U00096.2	+	4639675	1955622	1955949	NODE_115756_length_302_cov_1.000000	-	316	2	316	285/311	91.6%	314/316	99.4%
18071	U00096.2	+	4639675	1955283	1955576	NODE_115759_length_257_cov_1.000000	-	271	0	271	251/271	92.6%	271/271	100.0%
13137	U00096.2	+	4639675	1954966	1955200	NODE_115761_length_225_cov_1.000000	-	239	0	236	201/227	88.5%	236/239	98.7%
13429	U00096.2	+	4639675	1954771	1954979	NODE_115762_length_209_cov_1.000000	-	223	21	223	184/200	92.0%	202/223	90.6%
4397	U00096.2	+	4639675	4524506	4524557	NODE_116204_length_39_cov_1.000000	+	53	0	53	51/51	100.0%	53/53	100.0%
5217	U00096.2	+	4639675	4525455	4525511	NODE_116228_length_42_cov_1.000000	+	56	0	56	55/56	98.2%	56/56	100.0%
3365	U00096.2	+	4639675	4525882	4525917	NODE_116237_length_21_cov_1.000000	+	35	0	35	35/35	100.0%	35/35	100.0%
6541	U00096.2	+	4639675	4526129	4526203	NODE_116242_length_68_cov_1.000000	+	82	2	79	74/74	100.0%	77/82	93.9%
4601	U00096.2	+	4639675	4526193	4526258	NODE_116243_length_54_cov_1.000000	+	68	0	63	62/62	100.0%	63/68	92.6%
6522	U00096.2	+	4639675	4526298	4526375	NODE_116247_length_63_cov_1.000000	+	77	0	77	72/77	93.5%	77/77	100.0%
10760	U00096.2	+	4639675	4526364	4526503	NODE_116248_length_134_cov_1.000000	+	148	0	146	137/138	99.3%	146/148	98.6%
12892	U00096.2	+	4639675	4526496	4526689	NODE_116249_length_187_cov_1.000000	+	201	4	201	180/186	96.8%	197/201	98.0%
3897	U00096.2	+	4639675	4526676	4526719	NODE_116250_length_29_cov_1.000000	+	43	0	43	42/43	97.7%	43/43	100.0%
15978	U00096.2	+	4639675	4526706	4526900	NODE_116251_length_179_cov_1.000000	+	193	0	193	187/191	97.9%	193/193	100.0%
6705	U00096.2	+	4639675	4526919	4527000	NODE_116253_length_68_cov_1.000000	+	82	0	82	80/80	100.0%	82/82	100.0%
15301	U00096.2	+	4639675	4526990	4527200	NODE_116254_length_204_cov_1.000000	+	218	3	210	197/200	98.5%	207/218	95.0%
21980	U00096.2	+	4639675	4527198	4527502	NODE_116255_length_302_cov_1.000000	+	316	2	316	285/302	94.4%	314/316	99.4%
10741	U00096.2	+	4639675	4527531	4527658	NODE_116257_length_112_cov_1.000000	+	126	0	126	120/126	95.2%	126/126	100.0%
19478	U00096.2	+	4639675	4527646	4527888	NODE_116258_length_236_cov_1.000000	+	250	0	250	238/239	99.6%	250/250	100.0%
3356	U00096.2	+	4639675	3591344	3591379	NODE_116268_length_21_cov_1.000000	-	35	0	35	35/35	100.0%	35/35	100.0%
4107	U00096.2	+	4639675	3591155	3591209	NODE_116273_length_40_cov_1.000000	-	54	0	54	48/54	88.9%	54/54	100.0%
4426	U00096.2	+	4639675	3591051	3591104	NODE_116276_length_41_cov_1.000000	-	55	0	55	52/53	98.1%	55/55	100.0%
4711	U00096.2	+	4639675	3590759	3590808	NODE_116283_length_35_cov_1.000000	-	49	0	49	49/49	100.0%	49/49	100.0%
3990	U00096.2	+	4639675	3590356	3590429	NODE_116292_length_67_cov_1.000000	-	81	3	81	68/70	97.1%	78/81	96.3%
3585	U00096.2	+	4639675	2509013	2509053	NODE_117182_length_26_cov_1.000000	+	40	0	40	38/40	95.0%	40/40	100.0%
3776	U00096.2	+	4639675	15570	15618	NODE_117252_length_34_cov_1.000000	+	48	0	48	42/48	87.5%	48/48	100.0%
6763	U00096.2	+	4639675	2505669	2505752	NODE_117942_length_70_cov_1.000000	-	84	0	84	78/83	94.0%	84/84	100.0%
4388	U00096.2	+	4639675	2505598	2505652	NODE_117943_length_42_cov_1.000000	-	56	0	56	52/54	96.3%	56/56	100.0%
5886	U00096.2	+	4639675	2505447	2505511	NODE_117946_length_50_cov_1.000000	-	64	0	64	62/64	96.9%	64/64	100.0%
5228	U00096.2	+	4639675	2505241	2505306	NODE_117954_length_53_cov_1.000000	-	67	0	67	64/64	100.0%	67/67	100.0%
4340	U00096.2	+	4639675	2505159	2505214	NODE_117955_length_41_cov_1.000000	-	55	0	55	50/55	90.9%	55/55	100.0%
8102	U00096.2	+	4639675	2505074	2505172	NODE_117956_length_86_cov_1.000000	-	100	0	100	92/98	93.9%	100/100	100.0%
9717	U00096.2	+	4639675	2504919	2505054	NODE_117957_length_136_cov_1.000000	-	150	0	150	132/135	97.8%	150/150	100.0%
6654	U00096.2	+	4639675	2504295	2504414	NODE_117967_length_102_cov_1.000000	-	116	0	116	101/113	89.4%	116/116	100.0%
4902	U00096.2	+	4639675	2504221	2504272	NODE_117970_length_37_cov_1.000000	-	51	0	51	51/51	100.0%	51/51	100.0%
6483	U00096.2	+	4639675	2503997	2504081	NODE_117973_length_68_cov_1.000000	-	82	0	82	81/81	100.0%	82/82	100.0%
18442	U00096.2	+	4639675	2503759	2504010	NODE_117974_length_243_cov_1.000000	-	257	0	257	237/246	96.3%	257/257	100.0%
20830	U00096.2	+	4639675	2503502	2503772	NODE_117975_length_256_cov_1.000000	-	270	0	270	253/264	95.8%	270/270	100.0%
18503	U00096.2	+	4639675	2503159	2503453	NODE_117977_length_314_cov_1.000000	-	328	0	303	264/286	92.3%	303/328	92.4%
17030	U00096.2	+	4639675	2502955	2503172	NODE_117978_length_211_cov_1.000000	-	225	3	225	205/216	94.9%	222/225	98.7%
25918	U00096.2	+	4639675	2502569	2502961	NODE_117979_length_394_cov_1.000000	-	408	6	401	357/382	93.5%	395/408	96.8%
10176	U00096.2	+	4639675	2502425	2502576	NODE_117980_length_152_cov_1.000000	-	166	2	166	141/150	94.0%	164/166	98.8%
3386	U00096.2	+	4639675	4514731	4514769	NODE_118679_length_24_cov_1.000000	+	38	0	38	37/38	97.4%	38/38	100.0%
3420	U00096.2	+	4639675	1055655	1055691	NODE_122134_length_22_cov_10.090909	+	36	0	36	36/36	100.0%	36/36	100.0%
3238	U00096.2	+	4639675	1056349	1056383	NODE_122230_length_20_cov_6.050000	+	34	0	34	34/34	100.0%	34/34	100.0%
4675	U00096.2	+	4639675	1057760	1057809	NODE_122395_length_35_cov_4.971428	+	49	0	49	49/49	100.0%	49/49	100.0%
3584	U00096.2	+	4639675	1057923	1057961	NODE_122403_length_24_cov_4.000000	+	38	0	38	38/38	100.0%	38/38	100.0%
4011	U00096.2	+	4639675	1058246	1058288	NODE_122433_length_28_cov_4.035714	+	42	0	42	42/42	100.0%	42/42	100.0%
4375	U00096.2	+	4639675	1058353	1058399	NODE_122439_length_32_cov_3.000000	+	46	0	46	46/46	100.0%	46/46	100.0%
4075	U00096.2	+	4639675	1058388	1058431	NODE_122442_length_29_cov_3.034483	+	43	0	43	43/43	100.0%	43/43	100.0%
4872	U00096.2	+	4639675	4631266	4631322	NODE_127033_length_41_cov_2.073171	+	55	0	55	55/55	100.0%	55/55	100.0%
4529	U00096.2	+	4639675	4631308	4631368	NODE_127034_length_48_cov_1.000000	+	62	0	62	57/59	96.6%	62/62	100.0%
3445	U00096.2	+	4639675	4631478	4631522	NODE_127044_length_33_cov_1.000000	+	47	3	47	40/44	90.9%	44/47	93.6%
4288	U00096.2	+	4639675	4631612	4631661	NODE_127051_length_38_cov_2.026316	+	52	3	52	47/49	95.9%	49/52	94.2%
3247	U00096.2	+	4639675	4631668	4631702	NODE_127053_length_20_cov_2.050000	+	34	0	34	34/34	100.0%	34/34	100.0%
3329	U00096.2	+	4639675	4631812	4631847	NODE_127059_length_21_cov_2.000000	+	35	0	35	35/35	100.0%	35/35	100.0%
6496	U00096.2	+	4639675	4631874	4631947	NODE_127061_length_60_cov_2.050000	+	74	0	74	72/73	98.6%	74/74	100.0%
4247	U00096.2	+	4639675	4632174	4632218	NODE_127085_length_30_cov_2.000000	+	44	0	44	44/44	100.0%	44/44	100.0%
3720	U00096.2	+	4639675	4632852	4632891	NODE_127141_length_25_cov_3.960000	+	39	0	39	39/39	100.0%	39/39	100.0%
3747	U00096.2	+	4639675	4632900	4632939	NODE_127145_length_25_cov_3.960000	+	39	0	39	39/39	100.0%	39/39	100.0%
3320	U00096.2	+	4639675	4633554	4633589	NODE_127208_length_21_cov_4.000000	+	35	0	35	35/35	100.0%	35/35	100.0%
3256	U00096.2	+	4639675	4633867	4633901	NODE_127251_length_20_cov_5.000000	+	34	0	34	34/34	100.0%	34/34	100.0%
4366	U00096.2	+	4639675	1058689	1058735	NODE_129817_length_32_cov_2.968750	-	46	0	46	46/46	100.0%	46/46	100.0%
3711	U00096.2	+	4639675	1058221	1058260	NODE_129843_length_25_cov_2.920000	-	39	0	39	39/39	100.0%	39/39	100.0%
4002	U00096.2	+	4639675	1057975	1058017	NODE_129860_length_28_cov_4.035714	-	42	0	42	42/42	100.0%	42/42	100.0%
4035	U00096.2	+	4639675	1057094	1057141	NODE_129909_length_33_cov_1.000000	-	47	0	47	44/47	93.6%	47/47	100.0%
4347	U00096.2	+	4639675	1056010	1056055	NODE_129980_length_31_cov_9.967742	-	45	0	45	45/45	100.0%	45/45	100.0%
3074	U00096.2	+	4639675	250788	250820	NODE_132929_length_18_cov_6.388889	+	32	0	32	32/32	100.0%	32/32	100.0%
3347	U00096.2	+	4639675	252778	252813	NODE_133176_length_21_cov_8.428572	+	35	0	35	35/35	100.0%	35/35	100.0%
4015	U00096.2	+	4639675	252833	252882	NODE_133181_length_33_cov_6.000000	+	47	0	47	47/47	100.0%	47/47	100.0%
3602	U00096.2	+	4639675	1966436	1966474	NODE_137086_length_24_cov_2.000000	+	38	0	38	38/38	100.0%	38/38	100.0%
3165	U00096.2	+	4639675	1967495	1967528	NODE_137170_length_19_cov_2.000000	+	33	0	33	33/33	100.0%	33/33	100.0%
3203	U00096.2	+	4639675	3585293	3585329	NODE_138537_length_22_cov_1.000000	-	36	0	36	34/36	94.4%	36/36	100.0%
4173	U00096.2	+	4639675	1984372	1984421	NODE_140389_length_36_cov_2.000000	-	50	0	50	49/49	100.0%	50/50	100.0%
3165	U00096.2	+	4639675	1984032	1984065	NODE_140397_length_19_cov_2.947368	-	33	0	33	33/33	100.0%	33/33	100.0%
3733	U00096.2	+	4639675	1983997	1984046	NODE_140398_length_35_cov_1.000000	-	49	0	49	48/48	100.0%	49/49	100.0%
4602	U00096.2	+	4639675	1983661	1983709	NODE_140421_length_34_cov_2.000000	-	48	0	48	48/48	100.0%	48/48	100.0%
6519	U00096.2	+	4639675	1983551	1983625	NODE_140429_length_59_cov_3.016949	-	73	0	73	73/73	100.0%	73/73	100.0%
3936	U00096.2	+	4639675	1983466	1983512	NODE_140435_length_33_cov_2.000000	-	47	0	47	46/46	100.0%	47/47	100.0%
3348	U00096.2	+	4639675	1983145	1983184	NODE_140455_length_25_cov_3.080000	-	39	0	39	37/39	94.9%	39/39	100.0%
7067	U00096.2	+	4639675	1982717	1982791	NODE_140484_length_60_cov_2.950000	-	74	0	74	74/74	100.0%	74/74	100.0%
3083	U00096.2	+	4639675	1980901	1980933	NODE_140583_length_18_cov_5.944445	-	32	0	32	32/32	100.0%	32/32	100.0%
3442	U00096.2	+	4639675	4654	4718	NODE_140963_length_51_cov_1.000000	-	65	1	65	48/64	75.0%	64/65	98.5%
10380	U00096.2	+	4639675	618526	618677	NODE_141334_length_132_cov_1.000000	-	146	0	146	138/145	95.2%	146/146	100.0%
5382	U00096.2	+	4639675	618463	618537	NODE_141336_length_57_cov_1.000000	-	71	0	71	70/71	98.6%	71/71	100.0%
4564	U00096.2	+	4639675	618420	618474	NODE_141338_length_39_cov_1.000000	-	53	0	53	53/53	100.0%	53/53	100.0%
4877	U00096.2	+	4639675	618312	618371	NODE_141342_length_44_cov_1.000000	-	58	0	58	57/58	98.3%	58/58	100.0%
5039	U00096.2	+	4639675	618033	618086	NODE_141362_length_39_cov_2.025641	-	53	0	53	53/53	100.0%	53/53	100.0%
4288	U00096.2	+	4639675	617989	618047	NODE_141363_length_44_cov_1.000000	-	58	0	58	55/57	96.5%	58/58	100.0%
3438	U00096.2	+	4639675	617882	617918	NODE_141368_length_22_cov_2.000000	-	36	0	36	36/36	100.0%	36/36	100.0%
4193	U00096.2	+	4639675	617823	617867	NODE_141370_length_30_cov_2.000000	-	44	0	44	44/44	100.0%	44/44	100.0%
3813	U00096.2	+	4639675	617472	617521	NODE_141384_length_37_cov_1.000000	-	51	0	51	46/49	93.9%	51/51	100.0%
3984	U00096.2	+	4639675	617437	617479	NODE_141386_length_28_cov_1.000000	-	42	0	42	42/42	100.0%	42/42	100.0%
7639	U00096.2	+	4639675	617314	617401	NODE_141389_length_72_cov_2.041667	-	86	0	86	86/86	100.0%	86/86	100.0%
3408	U00096.2	+	4639675	616899	616940	NODE_141403_length_26_cov_2.000000	-	40	0	40	40/40	100.0%	40/40	100.0%
7412	U00096.2	+	4639675	616830	616907	NODE_141405_length_63_cov_2.063492	-	77	0	77	77/77	100.0%	77/77	100.0%
4602	U00096.2	+	4639675	616540	616588	NODE_141420_length_34_cov_2.029412	-	48	0	48	48/48	100.0%	48/48	100.0%
3274	U00096.2	+	4639675	616465	616499	NODE_141424_length_20_cov_2.000000	-	34	0	34	34/34	100.0%	34/34	100.0%
5016	U00096.2	+	4639675	616424	616477	NODE_141425_length_39_cov_2.025641	-	53	0	53	52/53	98.1%	53/53	100.0%
8765	U00096.2	+	4639675	616143	616262	NODE_141438_length_103_cov_1.000000	-	117	0	117	112/114	98.2%	117/117	100.0%
5120	U00096.2	+	4639675	616104	616157	NODE_141439_length_39_cov_2.025641	-	53	0	53	53/53	100.0%	53/53	100.0%
3269	U00096.2	+	4639675	616049	616085	NODE_141442_length_23_cov_1.000000	-	37	0	36	35/36	97.2%	36/37	97.3%
4147	U00096.2	+	4639675	615918	615961	NODE_141453_length_29_cov_3.034483	-	43	0	43	43/43	100.0%	43/43	100.0%
4065	U00096.2	+	4639675	615130	615172	NODE_141501_length_28_cov_4.071429	-	42	0	42	42/42	100.0%	42/42	100.0%
3411	U00096.2	+	4639675	613624	613660	NODE_141617_length_22_cov_8.227273	-	36	0	36	36/36	100.0%	36/36	100.0%
5371	U00096.2	+	4639675	806387	806444	NODE_144216_length_65_cov_1.000000	-	79	0	57	56/57	98.2%	57/79	72.2%
9311	U00096.2	+	4639675	806140	806269	NODE_144223_length_114_cov_1.000000	-	128	0	128	116/127	91.3%	128/128	100.0%
20584	U00096.2	+	4639675	805853	806115	NODE_144226_length_267_cov_1.000000	-	281	1	276	251/262	95.8%	275/281	97.9%
18524	U00096.2	+	4639675	805590	805865	NODE_144227_length_259_cov_1.000000	-	273	0	273	248/266	93.2%	273/273	100.0%
25559	U00096.2	+	4639675	805255	805603	NODE_144229_length_362_cov_1.000000	-	376	0	376	338/348	97.1%	376/376	100.0%
4204	U00096.2	+	4639675	805078	805128	NODE_144238_length_42_cov_1.000000	-	56	0	56	50/50	100.0%	56/56	100.0%
6861	U00096.2	+	4639675	804953	805042	NODE_144240_length_85_cov_1.000000	-	99	8	99	87/87	100.0%	91/99	91.9%
64600	U00096.2	+	4639675	804121	804958	NODE_144242_length_855_cov_1.000000	-	869	0	869	811/828	97.9%	869/869	100.0%
9695	U00096.2	+	4639675	804008	804133	NODE_144244_length_108_cov_1.000000	-	122	0	122	120/120	100.0%	122/122	100.0%
10919	U00096.2	+	4639675	803767	803898	NODE_144250_length_122_cov_1.000000	-	136	0	136	129/131	98.5%	136/136	100.0%
24518	U00096.2	+	4639675	803421	803779	NODE_144252_length_367_cov_1.000000	-	381	0	381	339/355	95.5%	381/381	100.0%
31532	U00096.2	+	4639675	803052	803434	NODE_144253_length_365_cov_1.002740	-	379	0	379	370/375	98.7%	379/379	100.0%
6146	U00096.2	+	4639675	802986	803066	NODE_144254_length_67_cov_1.000000	-	81	0	81	78/79	98.7%	81/81	100.0%
16061	U00096.2	+	4639675	802768	802998	NODE_144256_length_211_cov_1.000000	-	225	0	225	216/221	97.7%	225/225	100.0%
8773	U00096.2	+	4639675	802658	802781	NODE_144258_length_116_cov_1.000000	-	130	3	130	116/121	95.9%	127/130	97.7%
4075	U00096.2	+	4639675	802519	802562	NODE_144270_length_29_cov_1.000000	-	43	0	43	43/43	100.0%	43/43	100.0%
4429	U00096.2	+	4639675	802485	802531	NODE_144272_length_32_cov_1.000000	-	46	0	46	46/46	100.0%	46/46	100.0%
4284	U00096.2	+	4639675	802394	802439	NODE_144276_length_31_cov_1.000000	-	45	0	45	45/45	100.0%	45/45	100.0%
10782	U00096.2	+	4639675	802211	802407	NODE_144278_length_178_cov_1.000000	-	192	0	192	167/176	94.9%	192/192	100.0%
4716	U00096.2	+	4639675	802169	802224	NODE_144280_length_43_cov_1.000000	-	57	0	57	55/55	100.0%	57/57	100.0%
6127	U00096.2	+	4639675	802094	802182	NODE_144282_length_76_cov_1.000000	-	90	0	90	85/86	98.8%	90/90	100.0%
4418	U00096.2	+	4639675	802055	802107	NODE_144284_length_37_cov_1.000000	-	51	0	51	51/51	100.0%	51/51	100.0%
6874	U00096.2	+	4639675	801944	802037	NODE_144288_length_83_cov_1.000000	-	97	0	96	88/92	95.7%	96/97	99.0%
14565	U00096.2	+	4639675	801767	801954	NODE_144289_length_182_cov_1.000000	-	196	7	196	175/186	94.1%	189/196	96.4%
9321	U00096.2	+	4639675	801648	801761	NODE_144291_length_110_cov_1.000000	-	124	0	115	110/113	97.3%	115/124	92.7%
5448	U00096.2	+	4639675	801583	801651	NODE_144294_length_53_cov_1.000000	-	67	0	67	64/67	95.5%	67/67	100.0%
10752	U00096.2	+	4639675	801467	801595	NODE_144295_length_116_cov_1.000000	-	130	0	130	126/126	100.0%	130/130	100.0%
6838	U00096.2	+	4639675	801381	801479	NODE_144297_length_87_cov_1.000000	-	101	0	101	90/98	91.8%	101/101	100.0%
24701	U00096.2	+	4639675	801084	801393	NODE_144299_length_312_cov_1.000000	-	326	4	325	299/308	97.1%	321/326	98.5%
7447	U00096.2	+	4639675	800987	801083	NODE_144302_length_94_cov_1.000000	-	108	8	104	92/95	96.8%	96/108	88.9%
7431	U00096.2	+	4639675	800895	800973	NODE_144307_length_64_cov_1.000000	-	78	0	78	78/78	100.0%	78/78	100.0%
9011	U00096.2	+	4639675	800808	800908	NODE_144308_length_85_cov_1.000000	-	99	0	99	99/99	100.0%	99/99	100.0%
31845	U00096.2	+	4639675	800343	800811	NODE_144314_length_483_cov_1.000000	-	497	6	497	443/459	96.5%	491/497	98.8%
12151	U00096.2	+	4639675	800173	800350	NODE_144316_length_176_cov_1.000000	-	190	0	190	172/177	97.2%	190/190	100.0%
13396	U00096.2	+	4639675	799986	800186	NODE_144318_length_196_cov_1.000000	-	210	5	210	182/196	92.9%	205/210	97.6%
9641	U00096.2	+	4639675	799826	799963	NODE_144322_length_124_cov_1.000000	-	138	0	137	129/133	97.0%	137/138	99.3%
11593	U00096.2	+	4639675	799688	799813	NODE_144326_length_117_cov_1.000000	-	131	0	125	124/125	99.2%	125/131	95.4%
17017	U00096.2	+	4639675	799440	799698	NODE_144329_length_255_cov_1.000000	-	269	0	269	245/252	97.2%	269/269	100.0%
6475	U00096.2	+	4639675	799375	799453	NODE_144331_length_68_cov_1.000000	-	82	0	82	78/78	100.0%	82/82	100.0%
9337	U00096.2	+	4639675	799271	799384	NODE_144332_length_105_cov_1.000000	-	119	0	116	112/112	100.0%	116/119	97.5%
26690	U00096.2	+	4639675	798950	799284	NODE_144334_length_324_cov_1.000000	-	338	0	338	322/328	98.2%	338/338	100.0%
7005	U00096.2	+	4639675	798868	798961	NODE_144338_length_77_cov_1.000000	-	91	1	91	85/90	94.4%	90/91	98.9%
3365	U00096.2	+	4639675	1968592	1968627	NODE_144506_length_21_cov_5.952381	+	35	0	35	35/35	100.0%	35/35	100.0%
3056	U00096.2	+	4639675	1972365	1972397	NODE_144886_length_18_cov_5.166667	+	32	0	32	32/32	100.0%	32/32	100.0%
3229	U00096.2	+	4639675	2507621	2507655	NODE_145407_length_20_cov_6.200000	-	34	0	34	34/34	100.0%	34/34	100.0%
3229	U00096.2	+	4639675	2506264	2506298	NODE_145471_length_20_cov_5.050000	-	34	0	34	34/34	100.0%	34/34	100.0%
3326	U00096.2	+	4639675	2505514	2505554	NODE_145505_length_25_cov_1.000000	-	39	0	39	39/39	100.0%	39/39	100.0%
4047	U00096.2	+	4639675	2505206	2505248	NODE_145523_length_28_cov_2.000000	-	42	0	42	42/42	100.0%	42/42	100.0%
3929	U00096.2	+	4639675	2505040	2505081	NODE_145528_length_27_cov_2.000000	-	41	0	41	41/41	100.0%	41/41	100.0%
7246	U00096.2	+	4639675	2504465	2504585	NODE_145553_length_106_cov_1.000000	-	120	0	120	99/119	83.2%	120/120	100.0%
3181	U00096.2	+	4639675	2504399	2504438	NODE_145556_length_24_cov_2.000000	-	38	0	38	38/38	100.0%	38/38	100.0%
3493	U00096.2	+	4639675	2300420	2300457	NODE_146420_length_23_cov_2.086957	+	37	0	37	37/37	100.0%	37/37	100.0%
9212	U00096.2	+	4639675	2300523	2300618	NODE_146429_length_81_cov_3.024691	+	95	0	95	95/95	100.0%	95/95	100.0%
5896	U00096.2	+	4639675	2300969	2301044	NODE_146459_length_61_cov_2.983607	+	75	0	75	72/72	100.0%	75/75	100.0%
3120	U00096.2	+	4639675	2301049	2301085	NODE_146462_length_22_cov_2.000000	+	36	0	36	34/36	94.4%	36/36	100.0%
3174	U00096.2	+	4639675	2301392	2301425	NODE_146481_length_19_cov_1.000000	+	33	0	33	33/33	100.0%	33/33	100.0%
3638	U00096.2	+	4639675	2301411	2301449	NODE_146482_length_24_cov_2.000000	+	38	0	38	38/38	100.0%	38/38	100.0%
4475	U00096.2	+	4639675	2301491	2301538	NODE_146492_length_33_cov_2.939394	+	47	0	47	47/47	100.0%	47/47	100.0%
6013	U00096.2	+	4639675	2301574	2301638	NODE_146499_length_50_cov_2.060000	+	64	0	64	64/64	100.0%	64/64	100.0%
3848	U00096.2	+	4639675	2301727	2301768	NODE_146506_length_27_cov_2.074074	+	41	0	41	41/41	100.0%	41/41	100.0%
3994	U00096.2	+	4639675	2301813	2301856	NODE_146509_length_29_cov_2.000000	+	43	0	43	43/43	100.0%	43/43	100.0%
5226	U00096.2	+	4639675	2302201	2302281	NODE_146531_length_69_cov_1.000000	+	83	0	83	75/77	97.4%	83/83	100.0%
4402	U00096.2	+	4639675	2303318	2303364	NODE_146594_length_32_cov_3.000000	+	46	0	46	46/46	100.0%	46/46	100.0%
5412	U00096.2	+	4639675	2303558	2303615	NODE_146615_length_43_cov_2.976744	+	57	0	57	57/57	100.0%	57/57	100.0%
5837	U00096.2	+	4639675	2303691	2303758	NODE_146625_length_52_cov_3.096154	+	66	0	66	66/66	100.0%	66/66	100.0%
5848	U00096.2	+	4639675	2303745	2303812	NODE_146626_length_56_cov_2.964286	+	70	0	69	66/67	98.5%	69/70	98.6%
3156	U00096.2	+	4639675	2304166	2304199	NODE_146655_length_19_cov_1.947368	+	33	0	33	33/33	100.0%	33/33	100.0%
3985	U00096.2	+	4639675	1046524	1046575	NODE_147177_length_37_cov_1.000000	-	51	0	51	46/51	90.2%	51/51	100.0%
3229	U00096.2	+	4639675	1045587	1045621	NODE_147254_length_20_cov_9.000000	-	34	0	34	34/34	100.0%	34/34	100.0%
4302	U00096.2	+	4639675	1042708	1042753	NODE_147545_length_31_cov_5.032258	-	45	0	45	45/45	100.0%	45/45	100.0%
3847	U00096.2	+	4639675	1042314	1042354	NODE_147593_length_26_cov_4.961538	-	40	0	40	40/40	100.0%	40/40	100.0%
4218	U00096.2	+	4639675	1041843	1041896	NODE_147635_length_38_cov_6.131579	-	52	0	52	50/52	96.2%	52/52	100.0%
3711	U00096.2	+	4639675	1776358	1776397	NODE_148755_length_25_cov_5.000000	+	39	0	39	39/39	100.0%	39/39	100.0%
4248	U00096.2	+	4639675	1776856	1776901	NODE_148809_length_31_cov_6.032258	+	45	0	45	45/45	100.0%	45/45	100.0%
3329	U00096.2	+	4639675	1776973	1777008	NODE_148822_length_21_cov_6.095238	+	35	0	35	35/35	100.0%	35/35	100.0%
4818	U00096.2	+	4639675	1777549	1777605	NODE_148873_length_41_cov_5.073171	+	55	0	55	55/55	100.0%	55/55	100.0%
3247	U00096.2	+	4639675	1777738	1777772	NODE_148892_length_20_cov_4.950000	+	34	0	34	34/34	100.0%	34/34	100.0%
3247	U00096.2	+	4639675	1778061	1778095	NODE_148933_length_20_cov_5.000000	+	34	0	34	34/34	100.0%	34/34	100.0%
3138	U00096.2	+	4639675	1778173	1778206	NODE_148939_length_19_cov_6.157895	+	33	0	33	33/33	100.0%	33/33	100.0%
5530	U00096.2	+	4639675	1778435	1778493	NODE_148959_length_44_cov_6.045455	+	58	0	58	58/58	100.0%	58/58	100.0%
3165	U00096.2	+	4639675	1778876	1778909	NODE_149004_length_19_cov_5.000000	+	33	0	33	33/33	100.0%	33/33	100.0%
3720	U00096.2	+	4639675	1778924	1778963	NODE_149006_length_25_cov_4.040000	+	39	0	39	39/39	100.0%	39/39	100.0%
3700	U00096.2	+	4639675	1779615	1779673	NODE_149068_length_46_cov_1.000000	+	60	2	60	52/56	92.9%	58/60	96.7%
3301	U00096.2	+	4639675	1779751	1779785	NODE_149073_length_20_cov_2.950000	+	34	0	34	34/34	100.0%	34/34	100.0%
3056	U00096.2	+	4639675	1780010	1780042	NODE_149097_length_18_cov_3.944444	+	32	0	32	32/32	100.0%	32/32	100.0%
4020	U00096.2	+	4639675	1780178	1780220	NODE_149116_length_28_cov_3.928571	+	42	0	42	42/42	100.0%	42/42	100.0%
3292	U00096.2	+	4639675	1780376	1780410	NODE_149130_length_20_cov_4.000000	+	34	0	34	34/34	100.0%	34/34	100.0%
3256	U00096.2	+	4639675	1780445	1780479	NODE_149134_length_20_cov_5.100000	+	34	0	34	34/34	100.0%	34/34	100.0%
3238	U00096.2	+	4639675	1780580	1780614	NODE_149145_length_20_cov_3.000000	+	34	0	34	34/34	100.0%	34/34	100.0%
3165	U00096.2	+	4639675	1780700	1780733	NODE_149156_length_19_cov_4.000000	+	33	0	33	33/33	100.0%	33/33	100.0%
4220	U00096.2	+	4639675	1780831	1780875	NODE_149165_length_30_cov_4.033333	+	44	0	44	44/44	100.0%	44/44	100.0%
3547	U00096.2	+	4639675	1780943	1780980	NODE_149175_length_23_cov_4.304348	+	37	0	37	37/37	100.0%	37/37	100.0%
4193	U00096.2	+	4639675	1781251	1781295	NODE_149193_length_30_cov_3.133333	+	44	0	44	44/44	100.0%	44/44	100.0%
3229	U00096.2	+	4639675	1781302	1781336	NODE_149194_length_20_cov_1.000000	+	34	0	34	34/34	100.0%	34/34	100.0%
5684	U00096.2	+	4639675	1781335	1781394	NODE_149196_length_45_cov_3.022222	+	59	0	59	59/59	100.0%	59/59	100.0%
